"character_code","fictional_work","character_name","gender","spectrum","spectrum_low","spectrum_high","mean_rating","num_ratings"
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP151","vague","precise",-10.2,34
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP152","philosophical","real",33.1,51
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP153","modern","historical",-8.9,54
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP154","judgemental","accepting",2.9,57
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP155","average","deviant",-19.1,64
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP156","gossiping","confidential",-1.9,68
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP157","official","backdoor",16.6,75
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP158","scholarly","crafty",24.4,85
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP159","leisurely","hurried",1.2,90
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP160","explorer","builder",21.4,88
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP161","captain","first-mate",34.4,105
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP162","mysterious","unambiguous",24.2,85
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP163","independent","codependent",18.2,103
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP164","family-first","work-first",-19,62
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP165","scruffy","manicured",-23.5,102
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP166","wild","tame",8.6,85
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP167","prestigious","disreputable",-1.1,76
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP168","scandalous","proper",11.9,93
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP169","unprepared","hoarder",-3,70
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP170","sheltered","street-smart",-6.4,81
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP171","open-minded","close-minded",6.7,97
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP172","permanent","transient",-5.1,31
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP173","dramatic","no-nonsense",7.3,30
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP174","apprentice","master",-29.9,44
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP175","straight","queer",-22.9,29
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP176","androgynous","gendered",20,23
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP177","repetitive","varied",-17.5,28
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP178","patient","impatient",1.5,36
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP179","poisonous","nurturing",10.8,37
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP180","creepy","disarming",7.6,31
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP181","inspiring","cringeworthy",4.7,29
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP182","soulless","soulful",27.1,27
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP184","beautiful","ugly",-16.7,39
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP185","domestic","industrial",9.9,33
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP186","juvenile","mature",-19.4,53
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP187","idealist","realist",-9.4,36
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP188","nihilist","existentialist",8,28
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP189","objective","subjective",12.3,31
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP190","theist","atheist",-12.7,26
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP191","classical","avant-garde",-14.7,26
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP192","utilitarian","decorative",-22.4,30
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP193","generalist","specialist",18.8,33
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP194","multicolored","monochrome",12.7,43
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP195","complimentary","insulting",-9.1,32
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP196","individualist","communal",21.5,34
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP197","equitable","hypocritical",-7.8,36
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP198","traditional","unorthodox",-8.2,29
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP199","workaholic","slacker",-14.7,31
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP200","resourceful","helpless",-3.8,30
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP201","crazy","sane",-10,12
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP202","anarchist","statist",2.9,15
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP203","cool","dorky",12.1,14
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP204","important","irrelevant",15.9,10
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP205","noob","pro",-24.5,13
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP206","deranged","reasonable",3.2,17
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP207","rural","urban",-18.1,12
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP208","introspective","not introspective",-3.3,9
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP209","city-slicker","country-bumpkin",20.5,15
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP210","western","eastern",-21,21
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP211","mad","glad",-3.9,10
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP212","social","reclusive",-7.9,15
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP213","studious","goof-off",-7,11
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP214","slugabed","go-getter",0.700000000000003,19
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP215","penny-pincher","overspender",-17.2,12
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP216","liberal","conservative",-7.4,14
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP217","unassuming","pretentious",-13.9,15
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP218","persistent","quitter",-32.5,11
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP219","hedonist","monastic",6,14
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP220","patriotic","unpatriotic",-29.3,12
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP221","tactful","indiscreet",-0.799999999999997,15
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP222","wholesome","salacious",-21.5,18
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP223","joyful","miserable",5.9,19
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP224","zany","regular",2.4,14
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP225","alert","oblivious",6.1,10
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP226","feminist","sexist",-28.1,8
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP227","racist","egalitarian",5.1,10
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP228","abstract","concrete",16.4,9
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP229","formal","intimate",23.6,21
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP230","resolute","wavering",1.5,14
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP231","deep","shallow",9.5,16
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP232","valedictorian","drop out",12.2,17
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP233","minimalist","pack rat",8.4,7
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP234","trash","treasure",9.8,19
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP267","stinky","fresh",9.3,10
"BSG/14","Battlestar Galactica","Cally Henderson","female","BAP268","legit","scrub",-3.4,14
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP1","playful","serious",28.4,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP2","shy","bold",-3.7,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP3","cheery","sorrowful",18.7,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP4","masculine","feminine",-7.6,121
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP5","charming","awkward",8.1,123
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP6","lewd","tasteful",22.6,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP7","intellectual","physical",-31.8,99
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP8","strict","lenient",-10.8,91
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP9","refined","rugged",-24.3,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP10","trusting","suspicious",8.4,87
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP11","innocent","worldly",-0.299999999999997,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP12","artistic","scientific",29.8,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP13","stoic","expressive",-15.8,77
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP14","cunning","honorable",-4.2,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP15","orderly","chaotic",-24,116
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP16","normal","weird",-3.7,115
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP17","competitive","cooperative",10.6,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP18","tense","relaxed",-24.7,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP19","brave","careful",10.2,93
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP20","spiritual","skeptical",19.6,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP21","unlucky","fortunate",-20.6,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP22","ferocious","pacifist",10.4,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP23","modest","flamboyant",-19.5,113
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP24","dominant","submissive",17.9,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP25","forgiving","vengeful",10.1,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP26","wise","foolish",-2.1,99
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP27","impulsive","cautious",19.1,103
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP28","loyal","traitorous",-2.6,109
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP29","creative","conventional",9.7,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP30","curious","apathetic",-15.1,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP31","rude","respectful",18.8,107
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP32","diligent","lazy",-33.3,107
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP33","lustful","chaste",19.6,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP34","chatty","reserved",17.3,118
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP35","emotional","logical",13.7,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP36","moody","stable",-0.200000000000003,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP37","dunce","genius",19.9,99
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP38","arrogant","humble",0.5,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP39","heroic","villainous",-5.6,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP40","attractive","repulsive",-5.9,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP41","rational","whimsical",-28.8,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP42","mischievous","well behaved",10,113
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP43","aloof","obsessed",9.4,114
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP44","indulgent","sober",20.5,87
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP45","kinky","vanilla",10.7,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP46","straightforward","cryptic",-2.9,124
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP47","spontaneous","deliberate",31.4,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP48","libertarian","socialist",-3.1,84
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP49","scheduled","spontaneous",-29.8,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP50","works hard","plays hard",-31.4,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP51","reasoned","instinctual",-16.9,113
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP52","focused on the present","focused on the future",1.9,89
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP53","empirical","theoretical",-4.4,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP54","open","guarded",24.1,113
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP55","methodical","astonishing",-30.1,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP56","mighty","puny",12.8,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP57","bossy","meek",16.5,112
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP58","barbaric","civilized",28.9,86
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP59","gregarious","private",24.1,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP60","quiet","loud",-28.6,108
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP61","political","nonpolitical",-26.2,99
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP62","confident","insecure",6.6,125
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP63","democratic","authoritarian",-2.3,103
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP64","debased","pure",9.3,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP65","fast","slow",-5.5,93
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP66","frugal","lavish",-19.7,76
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP67","ludicrous","sensible",23.1,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP68","orange","purple",8.4,65
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP69","tall","short",15,74
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP70","young","old",-24.4,127
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP71","down2earth","head@clouds",-12.2,84
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP72","extrovert","introvert",20.2,94
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP73","open to new experinces","uncreative",2,103
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP74","calm","anxious",6.2,110
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP75","disorganized","self-disciplined",30.8,119
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP76","quarrelsome","warm",0.799999999999997,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP77","nerd","jock",-31.2,126
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP78","lowbrow","highbrow",21.4,112
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP79","selfish","altruistic",12.1,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP80","autistic","neurotypical",6.9,91
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP81","angelic","demonic",-5.3,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP82","hesitant","decisive",-2,89
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP83","devout","heathen",-15,84
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP84","cruel","kind",14.9,108
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP85","direct","roundabout",1.4,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP86","mathematical","literary",-24.3,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP87","blue-collar","ivory-tower",5,106
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP88","slovenly","stylish",20.1,122
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP89","playful","shy",14.1,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP90","serious","bold",-21,100
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP91","charming","trusting",3.4,97
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP92","awkward","suspicious",5.9,120
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP93","hipster","basic",2.7,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP94","coordinated","clumsy",-21.2,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP95","funny","humorless",8.8,85
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP96","politically correct","edgy",-11.5,104
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP97","rich","poor",3.7,89
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP98","hard","soft",5.9195652173913,138
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP99","remote","involved",8.1,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP100","metaphorical","literal",16,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP101","biased","impartial",-6.3,82
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP102","mundane","extraordinary",-6,103
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP103","tiresome","interesting",2.3,103
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP104","smooth","rough",-23.6,90
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP105","spicy","mild",12.3,115
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP106","enslaved","emancipated",-5.7,68
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP107","optimistic","pessimistic",9.3,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP108","sickly","healthy",4.5,108
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP109","luddite","technophile",33.7,100
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP110","vain","demure",0.799999999999997,89
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP111","high-tech","low-tech",-36.7,109
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP112","flexible","rigid",13,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP113","cosmopolitan","provincial",-9.4,86
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP114","arcane","mainstream",13,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP115","outlaw","sheriff",12.8,83
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP116","pronatalist","child free",16.3,65
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP117","sad","happy",-20.5,93
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP118","jealous","compersive",-4.8,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP119","bitter","sweet",-7.1,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP120","resigned","resistant",4.3,115
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP121","sarcastic","genuine",9.4,101
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP122","human","animalistic",-24.2,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP123","sporty","bookish",31.9,87
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP124","moderate","extreme",-11.7,79
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP125","angry","good-humored",-3.5,66
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP126","depressed","bright",-7.7,82
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP127","self-conscious","self-assured",-0.700000000000003,94
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP128","vulnerable","armoured",-1.7,84
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP129","warm","cold",9.1,80
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP130","assertive","passive",11.3,77
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP131","active","slothful",-21.6,82
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP132","imaginative","practical",22.9,61
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP133","adventurous","stick-in-the-mud",21.8,74
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP134","obedient","rebellious",-9.5,70
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP135","competent","incompetent",-28.4,71
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP136","unambitious","driven",24.8,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP137","simple","complicated",17.3,81
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP138","proletariat","bourgeoisie",-3,98
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP139","alpha","beta",27.1,72
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP140","'right-brained'","'left-brained'",5.5,52
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP141","thick-skinned","sensitive",13.4,113
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP142","charismatic","uninspiring",5.6,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP143","feisty","gracious",7.4,89
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP144","eloquent","unpolished",-27.1,109
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP145","high IQ","low IQ",-33.2,95
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP146","insider","outsider",-0.700000000000003,52
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP147","morning lark","night owl",8.9,41
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP148","thin","thick",-9.3,46
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP149","sheeple","conspiracist",6.3,48
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP150","neat","messy",-29.1,76
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP151","vague","precise",32.3,59
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP152","philosophical","real",-1,50
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP153","modern","historical",-8.7,46
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP154","judgemental","accepting",-8.5,78
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP155","average","deviant",1.2,51
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP156","gossiping","confidential",17,102
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP157","official","backdoor",-12.9,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP158","scholarly","crafty",-14.3,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP159","leisurely","hurried",14.7,81
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP160","explorer","builder",9.7,95
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP161","captain","first-mate",38.3,96
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP162","mysterious","unambiguous",4,88
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP163","independent","codependent",11.6,74
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP164","family-first","work-first",27.9,77
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP165","scruffy","manicured",29.3,115
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP166","wild","tame",22.8,78
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP167","prestigious","disreputable",-1.9,84
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP168","scandalous","proper",18,92
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP169","unprepared","hoarder",17.6,82
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP170","sheltered","street-smart",-8,85
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP171","open-minded","close-minded",4.3,90
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP172","permanent","transient",-11.1,44
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP173","dramatic","no-nonsense",9.9,33
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP174","apprentice","master",-4.1,32
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP175","straight","queer",13.3,28
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP176","androgynous","gendered",1.5,41
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP177","repetitive","varied",-17.6,14
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP178","patient","impatient",-11.5,33
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP179","poisonous","nurturing",-7.6,33
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP180","creepy","disarming",4.7,33
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP181","inspiring","cringeworthy",10.5,40
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP182","soulless","soulful",10.7,31
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP184","beautiful","ugly",-13.3,39
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP185","domestic","industrial",16.3,20
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP186","juvenile","mature",9.3,37
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP187","idealist","realist",-3.3,34
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP188","nihilist","existentialist",1.9,23
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP189","objective","subjective",-8.6,46
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP190","theist","atheist",2.2,28
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP191","classical","avant-garde",-16.2,35
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP192","utilitarian","decorative",-20.7,30
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP193","generalist","specialist",22,41
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP194","multicolored","monochrome",7,28
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP195","complimentary","insulting",-6.8,43
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP196","individualist","communal",13.9,33
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP197","equitable","hypocritical",-6.7,34
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP198","traditional","unorthodox",-7.6,34
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP199","workaholic","slacker",-29.3,24
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP200","resourceful","helpless",-21.4,47
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP201","crazy","sane",14.6,18
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP202","anarchist","statist",15.9,12
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP203","cool","dorky",33.1,16
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP204","important","irrelevant",-12.4,22
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP205","noob","pro",0.899999999999999,12
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP206","deranged","reasonable",20.9,17
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP207","rural","urban",24.3,14
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP208","introspective","not introspective",-23.4,15
"BSG/11","Battlestar Galactica","Felix Gaeta","male","BAP209","city-slicker","country-bumpkin",-29.3,14
